"childid","catholic","race","race_white","race_black","race_hispanic","race_asian","p5numpla","p5hmage","p5hdage","w3daded","w3momed","w3daded_hsb","w3momed_hsb","w3momscr","w3dadscr","w3inccat","w3income","w3povrty","p5fstamp","c5r2mtsc","c5r2mtsc_std"
"1008010C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,38,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,38.18,35.63,"$50,001 TO $75,000",62500.5,0,0,47.556,-0.30370025129248
"1008011C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,54,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,35.78,NA,"$20,001 TO $25,000",22500.5,0,0,45.09,-0.5575585454068
"1008013C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,44,"HIGH SCHOOL DIPLOMA/EQUIVALENT","BACHELOR'S DEGREE",1,0,35.63,33.42,"$35,001 TO $40,000",37500.5,0,0,66.162,1.61166366610048
"1008015C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,43,"SOME COLLEGE","SOME COLLEGE",0,0,53.5,39.18,"$50,001 TO $75,000",62500.5,0,0,58.301,0.802426014019108
"1008017C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,47,46,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,39.2,39.2,"$50,001 TO $75,000",62500.5,0,0,46.93,-0.368142786619148
"1008019C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,39,"VOC/TECH PROGRAM","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,35.92,"$35,001 TO $40,000",37500.5,0,0,47.777,-0.280949771568528
"1008020C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,43,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,NA,35.78,"$30,001 TO $35,000",32500.5,0,0,60.062,0.98370924838055
"1008021C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,47,52,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,NA,NA,"$35,001 TO $40,000",37500.5,0,0,55.587,0.523037769807321
"1008023C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,48,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,NA,37.67,"$30,001 TO $35,000",32500.5,0,0,53.101,0.267120608749656
"1008024C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,NA,"NOT APPLICABLE","VOC/TECH PROGRAM",NA,1,37.67,NA,"$40,001 TO $50,000",45000.5,0,0,61.616,1.14368320987838
"1008025C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,NA,NA,"$5,000 TO $5,000",5000,1,1,38.733,-1.2119694033487
"1009001C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,50,53,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,61.56,39.18,"$40,001 TO $50,000",45000.5,0,0,51.803,0.133500144126628
"1009002C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,42,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,35.78,39.2,"$50,001 TO $75,000",62500.5,0,0,58.17,0.788940435540204
"1009004C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,47,NA,"NOT APPLICABLE","MASTER'S DEGREE (MA, MS)",NA,0,59,NA,"$40,001 TO $50,000",45000.5,0,0,58.41,0.813646838860332
"1009005C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,41,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,59,64.89,"$100,001 TO $200,000",150000.5,0,0,64.335,1.423586170826
"1009006C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,44,"MASTER'S DEGREE (MA, MS)","BACHELOR'S DEGREE",0,0,35.63,53.5,"$75,001 TO $100,000",87500.5,0,0,63.027,1.28893627273131
"1009007C",0,"WHITE, NON-HISPANIC",1,0,0,0,3,NA,40,"VOC/TECH PROGRAM","NOT APPLICABLE",1,NA,NA,39.18,"$25,001 TO $30,000",27500.5,0,0,48.052,-0.252640351097547
"1009008C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,45,"SOME COLLEGE","SOME COLLEGE",0,0,NA,64.89,"$50,001 TO $75,000",62500.5,0,0,69.016,1.90546397891568
"1009009C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,40,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,38.18,NA,"$40,001 TO $50,000",45000.5,0,0,45.211,-0.545102400399569
"1009011C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,44,45,"VOC/TECH PROGRAM","BACHELOR'S DEGREE",1,0,53.5,48.69,"$75,001 TO $100,000",87500.5,0,0,68.588,1.86140422632812
"1009014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,56,51,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,52.54,52.54,"$40,001 TO $50,000",45000.5,0,0,61.143,1.0949910066683
"1009015C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,45,"SOME COLLEGE","VOC/TECH PROGRAM",0,1,34.95,34.95,"$50,001 TO $75,000",62500.5,0,0,57.112,0.680026374237304
"1009016C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.333,1.42338028413167
"1009018C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,36,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,53.5,"$50,001 TO $75,000",62500.5,0,0,41.462,-0.931037008929409
"1009019C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,35,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,39.18,"$25,001 TO $30,000",27500.5,0,0,45.457,-0.519778336996437
"1009020C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,41,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,38.18,64.89,"$100,001 TO $200,000",150000.5,0,0,67.02,1.69998905796994
"1009021C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,39,45,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,NA,35.92,"$20,001 TO $25,000",22500.5,1,0,48.713,-0.184594798620027
"1010001C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,29,33,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,38.18,39.2,"$35,001 TO $40,000",37500.5,0,0,37.892,-1.29854475831632
"1010002C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,2,26,30,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,35.78,"$20,001 TO $25,000",22500.5,0,1,40.116,-1.06959875421646
"1010003C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,36,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,34.95,"$35,001 TO $40,000",37500.5,0,0,44.504,-0.617883346846781
"1010004C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,35,31,"SOME COLLEGE","SOME COLLEGE",0,0,38.18,39.18,"$75,001 TO $100,000",87500.5,0,0,54.177,0.377887650301566
"1010005C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,41,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,53.5,62.87,"$75,001 TO $100,000",87500.5,0,0,51.811,0.134323690903966
"1010006C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,33,36,"SOME COLLEGE","SOME COLLEGE",0,0,34.95,34.95,"$100,001 TO $200,000",150000.5,0,0,51.899,0.143382705454679
"1010007C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,33,42,"SOME COLLEGE","SOME COLLEGE",0,0,53.5,53.5,"$100,001 TO $200,000",150000.5,0,0,66.679,1.66488537658593
"1010008C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,32,"SOME COLLEGE","SOME COLLEGE",0,0,38.18,53.5,"$50,001 TO $75,000",62500.5,0,0,41.969,-0.878844731915638
"1010012C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,34,"SOME COLLEGE","9TH - 12TH GRADE",0,1,38.18,64.89,"$50,001 TO $75,000",62500.5,0,0,59.148,0.889619029069728
"1010013C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,31,27,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,39.18,"$20,001 TO $25,000",22500.5,1,1,53.618,0.3203423192351
"1010014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,27,27,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,35.92,"$50,001 TO $75,000",62500.5,0,0,52.381,0.193001398789271
"1010015C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,38.18,NA,"$15,001 TO $20,000",17500.5,0,0,51.008,0.0516601831287025
"1010016C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,46,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,35.78,39.2,"$35,001 TO $40,000",37500.5,0,0,51.991,0.152853493394062
"1010020C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,39,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,35.78,"$75,001 TO $100,000",87500.5,0,0,60,0.977326760856184
"1010021C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,34,"SOME COLLEGE","SOME COLLEGE",0,0,NA,NA,"$35,001 TO $40,000",37500.5,0,0,60.125,0.990194679252084
"1010022C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,30,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,61.56,39.2,"$75,001 TO $100,000",87500.5,0,0,56.831,0.651099293683321
"1010023C",0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,1,35,34,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,34.95,39.2,"$50,001 TO $75,000",62500.5,0,0,60.529,1.03178379150763
"1010024C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.127,0.990400565946419
"1011006C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,38,"VOC/TECH PROGRAM","VOC/TECH PROGRAM",1,1,NA,35.92,"$20,001 TO $25,000",22500.5,1,0,38.226,-1.26416168036248
"1011007C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.925,1.17549270415305
"1011008C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,44,"9TH - 12TH GRADE","9TH - 12TH GRADE",1,1,NA,35.92,"$40,001 TO $50,000",45000.5,0,0,47.017,-0.359186715415601
"1011009C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,NA,"NOT APPLICABLE","VOC/TECH PROGRAM",NA,1,34.95,NA,"$15,001 TO $20,000",17500.5,0,0,49.381,-0.115828642712336
"1011011C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,42,"MASTER'S DEGREE (MA, MS)","BACHELOR'S DEGREE",0,0,53.5,62.87,"$40,001 TO $50,000",45000.5,0,0,54.008,0.360490224630309
"1011014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,29,31,"VOC/TECH PROGRAM","VOC/TECH PROGRAM",1,1,NA,39.2,"$50,001 TO $75,000",62500.5,0,0,47.092,-0.351465964378062
"1011018C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.25,1.00306259764798
"1011020C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,41,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,NA,53.5,"$100,001 TO $200,000",150000.5,0,0,63.033,1.28955393281431
"1011022C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,46,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,NA,38.18,"$50,001 TO $75,000",62500.5,0,0,65.522,1.54577992391348
"1011023C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,NA,"NOT APPLICABLE","BACHELOR'S DEGREE",NA,0,61.56,NA,"$30,001 TO $35,000",32500.5,0,0,41.209,-0.957081675762712
"1012001C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,2,32,31,"HIGH SCHOOL DIPLOMA/EQUIVALENT","9TH - 12TH GRADE",1,1,34.95,35.92,"$10,001 TO $15,000",12500.5,1,0,41.725,-0.903962908624435
"1012003C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,45,48,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,NA,39.18,"$50,001 TO $75,000",62500.5,0,0,53.491,0.307268514144865
"1012004C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,32,36,"9TH - 12TH GRADE","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,29.6,"$25,001 TO $30,000",27500.5,0,0,48.252,-0.232051681664107
"1012005C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.984,-0.671413887373726
"1012006C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.643,-1.22123430459375
"1012007C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,31,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,NA,33.42,"$35,001 TO $40,000",37500.5,0,0,49.673,-0.0857691853395125
"1012008C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,27,35,"9TH - 12TH GRADE","9TH - 12TH GRADE",1,1,NA,39.2,"$5,001 TO $10,000",7500.5,1,1,22.793,-2.85288635719391
"1012009C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,35,32,"8TH GRADE OR BELOW","9TH - 12TH GRADE",1,1,34.95,35.63,"$25,001 TO $30,000",27500.5,0,0,42.887,-0.784342739216147
"1012010C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,27,36,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,38.18,37.67,"$20,001 TO $25,000",22500.5,0,NA,56.779,0.645746239630626
"1012011C",0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,1,33,35,"SOME COLLEGE","SOME COLLEGE",0,0,61.56,33.42,"$75,001 TO $100,000",87500.5,0,0,54.064,0.366255052071672
"1012013C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,39,38,"HIGH SCHOOL DIPLOMA/EQUIVALENT","9TH - 12TH GRADE",1,1,53.5,35.78,"$40,001 TO $50,000",45000.5,0,0,39.668,-1.11571737374737
"1012014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,35.78,NA,"$20,001 TO $25,000",22500.5,0,0,60.354,1.01376870575337
"1012015C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,2,39,56,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,34.95,35.78,"$40,001 TO $50,000",45000.5,0,0,41.262,-0.95162567836285
"1012017C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,2,35,29,"8TH GRADE OR BELOW","SOME COLLEGE",1,0,NA,NA,"$20,001 TO $25,000",22500.5,1,1,42.59,-0.814916913324805
"1012019C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,39,32,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,63.43,61.56,"$50,001 TO $75,000",62500.5,0,0,56.411,0.607863087873096
"1012020C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,28,27,"SOME COLLEGE","SOME COLLEGE",0,0,NA,48.69,"$35,001 TO $40,000",37500.5,0,0,67.428,1.74198994361416
"1012021C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.078,-1.89705737874643
"1012022C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,31,34,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,34.95,33.42,"$50,001 TO $75,000",62500.5,0,0,58.349,0.807367294683133
"1012023C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,30,33,"9TH - 12TH GRADE","9TH - 12TH GRADE",1,1,34.95,39.2,"$25,001 TO $30,000",27500.5,0,0,46.197,-0.443600260092707
"1012024C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,38,NA,"NOT APPLICABLE","9TH - 12TH GRADE",NA,1,NA,NA,"$25,001 TO $30,000",27500.5,0,0,48.004,-0.257581631761573
"1016001C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,NA,32,"HIGH SCHOOL DIPLOMA/EQUIVALENT","NOT APPLICABLE",1,NA,NA,39.2,"$35,001 TO $40,000",37500.5,0,0,52.287,0.183324724155554
"1016002C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,39,45,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,35.63,"$25,001 TO $30,000",27500.5,0,0,50.918,0.0423952818836539
"1017001C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,44,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,63.43,53.5,"$50,001 TO $75,000",62500.5,0,0,54.653,0.426888683553154
"1017002C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,41,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,34.95,35.92,"$40,001 TO $50,000",45000.5,0,0,59.224,0.897442723454435
"1017003C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,36,43,"9TH - 12TH GRADE","9TH - 12TH GRADE",1,1,34.95,35.92,"$35,001 TO $40,000",37500.5,0,0,47.443,-0.315332849522374
"1017005C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,40,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,34.95,NA,"$15,001 TO $20,000",17500.5,0,0,50.049,-0.0470624868046447
"1017008C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,41,45,"SOME COLLEGE","SOME COLLEGE",0,0,34.95,34.95,"$40,001 TO $50,000",45000.5,0,0,50.562,0.0057474502921298
"1017009C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,33,34,"9TH - 12TH GRADE","9TH - 12TH GRADE",1,1,35.78,39.2,"$25,001 TO $30,000",27500.5,0,0,44.086,-0.660913665962671
"1017011C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,50,52,"8TH GRADE OR BELOW","8TH GRADE OR BELOW",1,1,34.95,35.63,"$15,001 TO $20,000",17500.5,1,0,35.047,-1.59141858100701
"1017013C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,2,25,NA,"NOT APPLICABLE","BACHELOR'S DEGREE",NA,0,64.89,NA,"$40,001 TO $50,000",45000.5,0,0,51.592,0.111779097874348
"1017014C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,2,35,44,"SOME COLLEGE","VOC/TECH PROGRAM",0,1,34.95,39.18,"$50,001 TO $75,000",62500.5,0,0,41.675,-0.909110075982796
"1017015C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.989,-0.465012476303486
"1017016C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.205,-0.339833366148168
"1017017C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,37,38,"SOME COLLEGE","SOME COLLEGE",0,0,NA,48.69,"$30,001 TO $35,000",32500.5,1,0,52.685,0.2242961763281
"1017019C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,44,"MASTER'S DEGREE (MA, MS)","MASTER'S DEGREE (MA, MS)",0,0,63.43,35.63,"$75,001 TO $100,000",87500.5,0,0,63.592,1.34709926388077
"1017020C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,33,35,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,39.18,"$35,001 TO $40,000",37500.5,0,0,32.124,-1.89232198477674
"1017021C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,39,51,"9TH - 12TH GRADE","9TH - 12TH GRADE",1,1,34.95,NA,"$25,001 TO $30,000",27500.5,0,0,32.65,-1.8381737841668
"1017022C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,2,34,34,"SOME COLLEGE","SOME COLLEGE",0,0,38.18,35.78,"$25,001 TO $30,000",27500.5,0,0,52.122,0.166339071872965
"1017023C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.319,-1.66636133774473
"1017024C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.399,0.812514462041494
"1017025C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,44,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,63.43,53.5,"$50,001 TO $75,000",62500.5,0,0,52.508,0.206075203879506
"1018001C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,39,"MASTER'S DEGREE (MA, MS)","SOME COLLEGE",0,0,38.18,38.18,"$50,001 TO $75,000",62500.5,0,0,52.233,0.177765783408525
"1018004C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,41,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,35.78,53.5,"$25,001 TO $30,000",27500.5,1,0,62.146,1.198243183877
"1018005C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,47,"MASTER'S DEGREE (MA, MS)","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,63.43,72.1,"$40,001 TO $50,000",45000.5,0,0,52.819,0.238090584848506
"1018007C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,40,"DOCTORATE OR PROFESSIONAL DEGREE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,NA,59,"$200,001 TO $200,001",200001,0,0,60.963,1.0764612041782
"1018008C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,43,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,38.18,38.18,"$50,001 TO $75,000",62500.5,0,0,57.648,0.735204008318925
"1018010C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,45,44,"BACHELOR'S DEGREE","MASTER'S DEGREE (MA, MS)",0,0,61.56,33.42,"$100,001 TO $200,000",150000.5,0,0,73.966,2.41503354739333
"1018012C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,2,32,34,"HIGH SCHOOL DIPLOMA/EQUIVALENT","BACHELOR'S DEGREE",1,0,34.95,34.95,"$20,001 TO $25,000",22500.5,0,0,35.848,-1.50896095992608
"1018013C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,44,49,"DOCTORATE OR PROFESSIONAL DEGREE","SOME COLLEGE",0,0,NA,77.5,"$200,001 TO $200,001",200001,0,0,59.319,0.90722234143532
"1018014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,40,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,NA,63.43,"$35,001 TO $40,000",37500.5,0,0,66.892,1.68681230953254
"1018015C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,38,"SOME COLLEGE","MASTER'S DEGREE (MA, MS)",0,0,63.43,35.78,"$75,001 TO $100,000",87500.5,0,0,62.271,1.2111111022729
"1018016C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,24,30,"VOC/TECH PROGRAM","9TH - 12TH GRADE",1,1,NA,39.2,"$15,001 TO $20,000",17500.5,1,1,55.742,0.538993988618237
"1018018C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,33,35,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,NA,35.92,"$50,001 TO $75,000",62500.5,0,0,48.582,-0.19808037709893
"1018019C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,29,27,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,39.2,"$30,001 TO $35,000",32500.5,0,0,37.07,-1.38316418968776
"1018020C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,38.18,NA,"$40,001 TO $50,000",45000.5,0,0,50.685,0.0184094819936961
"1018023C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.01,0.360696111324643
"1018024C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,41,"SOME COLLEGE","SOME COLLEGE",0,0,38.18,39.18,"$40,001 TO $50,000",45000.5,0,0,76.706,2.69709831863146
"1019002C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,35,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,37.67,NA,"$20,001 TO $25,000",22500.5,0,1,41.061,-0.972317291143458
"1019003C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,46,46,"MASTER'S DEGREE (MA, MS)","SOME COLLEGE",0,0,63.43,48.69,"$100,001 TO $200,000",150000.5,0,0,57.302,0.699585610199073
"1019005C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,30,"HIGH SCHOOL DIPLOMA/EQUIVALENT","9TH - 12TH GRADE",1,1,34.95,53.5,"$25,001 TO $30,000",27500.5,0,0,51.882,0.141632668552837
"1019010C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,34,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,53.5,"$25,001 TO $30,000",27500.5,0,0,48.294,-0.227728061083085
"1019011C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,42,NA,"NOT APPLICABLE","9TH - 12TH GRADE",NA,1,29.6,NA,"$15,001 TO $20,000",17500.5,1,0,40.008,-1.08071663571052
"1019024C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,41,"SOME COLLEGE","SOME COLLEGE",0,0,61.56,39.2,"$50,001 TO $75,000",62500.5,0,0,63.901,1.37890875815544
"1020001C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,37,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,NA,29.6,"$25,001 TO $30,000",27500.5,1,0,32.218,-1.88264531014303
"1020003C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,46,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,29.6,33.42,"$40,001 TO $50,000",45000.5,0,0,57.542,0.724292013519201
